video_id,category,channel_id,engagement_rate_label,q_score,video_link
MqoEVy_IcuM,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9069943138892202,https://www.youtube.com/watch?v=MqoEVy_IcuM
zjyxjZEJ7Xk,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.922742435072671,https://www.youtube.com/watch?v=zjyxjZEJ7Xk
Cvn_e79Qfyo,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9147539963923618,https://www.youtube.com/watch?v=Cvn_e79Qfyo
sNtyRsE6JjQ,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.873171036399694,https://www.youtube.com/watch?v=sNtyRsE6JjQ
VAHMGeD4btM,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9047659511189947,https://www.youtube.com/watch?v=VAHMGeD4btM
Q04JP_sA174,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9615739993840107,https://www.youtube.com/watch?v=Q04JP_sA174
YozKGaebFPQ,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8866507133553448,https://www.youtube.com/watch?v=YozKGaebFPQ
Vk4ujzK_HRA,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8612013395146774,https://www.youtube.com/watch?v=Vk4ujzK_HRA
JC7zIiokE4g,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.8950300345649183,https://www.youtube.com/watch?v=JC7zIiokE4g
lWUN6-2YZlc,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8607079184427333,https://www.youtube.com/watch?v=lWUN6-2YZlc
e7UuCTzuMi8,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.8980780793232849,https://www.youtube.com/watch?v=e7UuCTzuMi8
BBeqdlSJncE,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9178117145736849,https://www.youtube.com/watch?v=BBeqdlSJncE
b0MPCiHi8Rg,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9217066237695254,https://www.youtube.com/watch?v=b0MPCiHi8Rg
59eMH8Kmbew,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9317999594277379,https://www.youtube.com/watch?v=59eMH8Kmbew
CVgI_nXDQac,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9131039922058038,https://www.youtube.com/watch?v=CVgI_nXDQac
4MfSPmHQMxk,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8928413284132841,https://www.youtube.com/watch?v=4MfSPmHQMxk
AVhCtshZWms,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9240729567921289,https://www.youtube.com/watch?v=AVhCtshZWms
ZlJ63b4RZzw,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9050478274061418,https://www.youtube.com/watch?v=ZlJ63b4RZzw
4_X1wesAf3g,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9121826616297051,https://www.youtube.com/watch?v=4_X1wesAf3g
B7uZa7YNyDc,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9174176663031625,https://www.youtube.com/watch?v=B7uZa7YNyDc
asFANx6G4iE,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.931537560649155,https://www.youtube.com/watch?v=asFANx6G4iE
czYo8desSdY,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.914669024690164,https://www.youtube.com/watch?v=czYo8desSdY
uxcHwIm9Zsg,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.918748205569911,https://www.youtube.com/watch?v=uxcHwIm9Zsg
7xtQMcigjw4,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9200575659803626,https://www.youtube.com/watch?v=7xtQMcigjw4
mdBmnlbGzqA,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9320499878163401,https://www.youtube.com/watch?v=mdBmnlbGzqA
QfduvtQXVMQ,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9771258080556937,https://www.youtube.com/watch?v=QfduvtQXVMQ
DxfBrnpJUsE,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9311705685618729,https://www.youtube.com/watch?v=DxfBrnpJUsE
rgWn6UraAcY,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9428571428571428,https://www.youtube.com/watch?v=rgWn6UraAcY
CjYrvwT1AKM,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9219208801556131,https://www.youtube.com/watch?v=CjYrvwT1AKM
cWePKxFrPY0,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.904851625058879,https://www.youtube.com/watch?v=cWePKxFrPY0
eGIYb31rov8,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9116961169455183,https://www.youtube.com/watch?v=eGIYb31rov8
Y6xejFaC63E,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9336521219366407,https://www.youtube.com/watch?v=Y6xejFaC63E
fC3-8TZiwkc,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.927719491332799,https://www.youtube.com/watch?v=fC3-8TZiwkc
g8e39yvhscI,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9124912112619469,https://www.youtube.com/watch?v=g8e39yvhscI
oPC9C21Tt1o,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.883260954576327,https://www.youtube.com/watch?v=oPC9C21Tt1o
CVFAsd8WEXE,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9277140018181433,https://www.youtube.com/watch?v=CVFAsd8WEXE
zaPcuamyI-8,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8823578735535804,https://www.youtube.com/watch?v=zaPcuamyI-8
HXTYVK3BG5w,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.8970203600184625,https://www.youtube.com/watch?v=HXTYVK3BG5w
X5DFEJOy3Io,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9175812797680679,https://www.youtube.com/watch?v=X5DFEJOy3Io
iIyU7zbwExc,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9515649988576651,https://www.youtube.com/watch?v=iIyU7zbwExc
ueEXHkHYorI,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9739167017248632,https://www.youtube.com/watch?v=ueEXHkHYorI
0vwLV87EQ3s,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.8961921061076051,https://www.youtube.com/watch?v=0vwLV87EQ3s
bMXvitpf_2E,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9174014137446751,https://www.youtube.com/watch?v=bMXvitpf_2E
KrzmNTHN7Lo,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8485828375470373,https://www.youtube.com/watch?v=KrzmNTHN7Lo
ZYenJJQO4ps,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9095615188739962,https://www.youtube.com/watch?v=ZYenJJQO4ps
dils2BfT928,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.898276440545276,https://www.youtube.com/watch?v=dils2BfT928
Timy8PIuO8s,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.835342840920477,https://www.youtube.com/watch?v=Timy8PIuO8s
D2QSzarLgE0,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9483637559611906,https://www.youtube.com/watch?v=D2QSzarLgE0
XtguzeFw1-w,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9088329463892809,https://www.youtube.com/watch?v=XtguzeFw1-w
xnRGWyFidzE,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.947390053431977,https://www.youtube.com/watch?v=xnRGWyFidzE
CdVdGHekdio,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8877466219335776,https://www.youtube.com/watch?v=CdVdGHekdio
fwwhcciqIEE,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9089791502753737,https://www.youtube.com/watch?v=fwwhcciqIEE
dilFiJVC9is,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9558163007822357,https://www.youtube.com/watch?v=dilFiJVC9is
jk--KEQE03M,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8752900232018561,https://www.youtube.com/watch?v=jk--KEQE03M
mff3eE7uTOM,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8760979776783228,https://www.youtube.com/watch?v=mff3eE7uTOM
FUcf5GwIcJw,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8816939809738316,https://www.youtube.com/watch?v=FUcf5GwIcJw
PWAKpQOJZig,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9053024364240695,https://www.youtube.com/watch?v=PWAKpQOJZig
sif_dEbN3n0,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8653475393201421,https://www.youtube.com/watch?v=sif_dEbN3n0
4eBZHHWQk-Q,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9035306411883257,https://www.youtube.com/watch?v=4eBZHHWQk-Q
EA2uYDzr2K4,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9098916138716585,https://www.youtube.com/watch?v=EA2uYDzr2K4
lLO2-XaO9Xc,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8870221385918089,https://www.youtube.com/watch?v=lLO2-XaO9Xc
dw6pi4ByQJ4,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9049587606108648,https://www.youtube.com/watch?v=dw6pi4ByQJ4
rzpvOGSHPBc,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9500434404865334,https://www.youtube.com/watch?v=rzpvOGSHPBc
npOmOycTgxA,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8918784530386741,https://www.youtube.com/watch?v=npOmOycTgxA
Sfvjjo4a-mg,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8877154114374189,https://www.youtube.com/watch?v=Sfvjjo4a-mg
EAeF_V1Ufcc,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9556008146639511,https://www.youtube.com/watch?v=EAeF_V1Ufcc
YSX_WtYf8kA,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8840967216926297,https://www.youtube.com/watch?v=YSX_WtYf8kA
4QPmXGC2pUU,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8585625747526368,https://www.youtube.com/watch?v=4QPmXGC2pUU
C7Rimz8Raus,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.940152207001522,https://www.youtube.com/watch?v=C7Rimz8Raus
TF4O9_zOG0E,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9296023911590042,https://www.youtube.com/watch?v=TF4O9_zOG0E
iFaNW37rbzk,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9098738351465544,https://www.youtube.com/watch?v=iFaNW37rbzk
LTN2AaW1tko,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.8951355558438189,https://www.youtube.com/watch?v=LTN2AaW1tko
jC0auMNVq0I,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9359580052493438,https://www.youtube.com/watch?v=jC0auMNVq0I
QsCZ8QMK1AY,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9215511691300358,https://www.youtube.com/watch?v=QsCZ8QMK1AY
NgZFtw7aAtI,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9277208973906346,https://www.youtube.com/watch?v=NgZFtw7aAtI
kUe59xT8LAA,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.930150923442507,https://www.youtube.com/watch?v=kUe59xT8LAA
6DktXzn-7yc,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.8967822308650603,https://www.youtube.com/watch?v=6DktXzn-7yc
q1QYhlr0d_w,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8905472636815921,https://www.youtube.com/watch?v=q1QYhlr0d_w
Zl7sszhtCOY,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8801284741276348,https://www.youtube.com/watch?v=Zl7sszhtCOY
iqfpzTWDNCU,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9206800346913825,https://www.youtube.com/watch?v=iqfpzTWDNCU
kmjvWwN2IcE,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9428316574764839,https://www.youtube.com/watch?v=kmjvWwN2IcE
7F7vTADd5H0,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9341260654530148,https://www.youtube.com/watch?v=7F7vTADd5H0
vHL5N1jcPBM,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9210371243370654,https://www.youtube.com/watch?v=vHL5N1jcPBM
sZL7e0sak4o,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.920844327176781,https://www.youtube.com/watch?v=sZL7e0sak4o
kiVkwc1MR8U,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9236846940650456,https://www.youtube.com/watch?v=kiVkwc1MR8U
jyV-N7tF1yg,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9300699300699301,https://www.youtube.com/watch?v=jyV-N7tF1yg
5YbX5V7O8Oc,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8946328164934401,https://www.youtube.com/watch?v=5YbX5V7O8Oc
p4XgUDmO6ls,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9224962254655259,https://www.youtube.com/watch?v=p4XgUDmO6ls
Nu5oDyb-Dgk,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.952922077922078,https://www.youtube.com/watch?v=Nu5oDyb-Dgk
bciU4Sxtfa8,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9533799533799534,https://www.youtube.com/watch?v=bciU4Sxtfa8
Ckv_niUOb0I,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9678832116788321,https://www.youtube.com/watch?v=Ckv_niUOb0I
jvccwKoY_N8,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9539494723377039,https://www.youtube.com/watch?v=jvccwKoY_N8
NyXcDobMwWE,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9662921348314607,https://www.youtube.com/watch?v=NyXcDobMwWE
SCzsejI0l2M,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9841560024375381,https://www.youtube.com/watch?v=SCzsejI0l2M
9WSg60XCwL0,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9621120515921,https://www.youtube.com/watch?v=9WSg60XCwL0
9ctLe3h_x6o,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8877927931956605,https://www.youtube.com/watch?v=9ctLe3h_x6o
IfKEkDbvTMc,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8899016649216809,https://www.youtube.com/watch?v=IfKEkDbvTMc
zKrpAMbtUYs,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9196407834636525,https://www.youtube.com/watch?v=zKrpAMbtUYs
KGRxDAM_QJs,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9262878337946413,https://www.youtube.com/watch?v=KGRxDAM_QJs
XX-dn95GO4E,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9272870974115788,https://www.youtube.com/watch?v=XX-dn95GO4E
AkDcqrRZQV4,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9669240006862241,https://www.youtube.com/watch?v=AkDcqrRZQV4
jE8D3AoAyCs,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9540669856459331,https://www.youtube.com/watch?v=jE8D3AoAyCs
Y16gQIegaFg,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9252658657543692,https://www.youtube.com/watch?v=Y16gQIegaFg
PbISBp406mw,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9103886677078064,https://www.youtube.com/watch?v=PbISBp406mw
Qwf753k-kvY,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.913790326909657,https://www.youtube.com/watch?v=Qwf753k-kvY
tYhTd-_PfmU,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9279520137103685,https://www.youtube.com/watch?v=tYhTd-_PfmU
q3L0AO9JRnQ,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9211055099235027,https://www.youtube.com/watch?v=q3L0AO9JRnQ
SuxIVvSUPiU,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9209782132473016,https://www.youtube.com/watch?v=SuxIVvSUPiU
MqCkLk3P80s,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9065665844312635,https://www.youtube.com/watch?v=MqCkLk3P80s
uMB1ssLlrew,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9195681715234788,https://www.youtube.com/watch?v=uMB1ssLlrew
U1D2hox2tIk,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.92836986909832,https://www.youtube.com/watch?v=U1D2hox2tIk
XVrCmD1RFvk,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9107658766760937,https://www.youtube.com/watch?v=XVrCmD1RFvk
yxYa-ecgNGY,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8944399172569423,https://www.youtube.com/watch?v=yxYa-ecgNGY
xrrOOxlWkyM,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9279498657117279,https://www.youtube.com/watch?v=xrrOOxlWkyM
rcFLFxRHEQ4,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.925070432602105,https://www.youtube.com/watch?v=rcFLFxRHEQ4
p9GPZyXpjSQ,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.920753389863624,https://www.youtube.com/watch?v=p9GPZyXpjSQ
YIrhSwFNWcM,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9130984124379538,https://www.youtube.com/watch?v=YIrhSwFNWcM
BvLbarKOnZo,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9547960308710033,https://www.youtube.com/watch?v=BvLbarKOnZo
hYN-gTu_ARQ,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8886036960985626,https://www.youtube.com/watch?v=hYN-gTu_ARQ
JhvyVpA9Xqc,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9476871659338445,https://www.youtube.com/watch?v=JhvyVpA9Xqc
v71thn4q4nI,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9155602199093018,https://www.youtube.com/watch?v=v71thn4q4nI
4p8Rmv-jINA,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9169113677363285,https://www.youtube.com/watch?v=4p8Rmv-jINA
G4GgoHYfoNs,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9267392571095597,https://www.youtube.com/watch?v=G4GgoHYfoNs
6eGRuTMKDc4,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8757204790458947,https://www.youtube.com/watch?v=6eGRuTMKDc4
IvpCxR6OtvY,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9144096406603371,https://www.youtube.com/watch?v=IvpCxR6OtvY
yiz8NHYbH4A,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8901655691608348,https://www.youtube.com/watch?v=yiz8NHYbH4A
56OZgBSAcs8,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.8976147431037499,https://www.youtube.com/watch?v=56OZgBSAcs8
XYhP_n0GYSU,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9195126846025806,https://www.youtube.com/watch?v=XYhP_n0GYSU
l943v8SgpZc,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9152370187010831,https://www.youtube.com/watch?v=l943v8SgpZc
HwR8TRxErKI,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.8982789675887847,https://www.youtube.com/watch?v=HwR8TRxErKI
4xdu14h_lBI,Film & Animation,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9107674670720614,https://www.youtube.com/watch?v=4xdu14h_lBI
9ptqcbwyH_M,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9211618680455691,https://www.youtube.com/watch?v=9ptqcbwyH_M
lfI1EhqSMe0,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9058501860763776,https://www.youtube.com/watch?v=lfI1EhqSMe0
N5R5MsaV9F0,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.8993767729281127,https://www.youtube.com/watch?v=N5R5MsaV9F0
plJn8FWgKrU,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9327713018262823,https://www.youtube.com/watch?v=plJn8FWgKrU
yPQDl9xqKfM,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8544789454874178,https://www.youtube.com/watch?v=yPQDl9xqKfM
zP9NqZ0aQz0,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9266043116019431,https://www.youtube.com/watch?v=zP9NqZ0aQz0
nqOs4kwF3qY,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9633695315838331,https://www.youtube.com/watch?v=nqOs4kwF3qY
csCDRqrT5oU,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9086433816798551,https://www.youtube.com/watch?v=csCDRqrT5oU
CR-Cp72tNSw,Entertainment,UC0jDoh3tVXCaqJ6oTve8ebA,1,0.8911888421518707,https://www.youtube.com/watch?v=CR-Cp72tNSw
tqfzul636Ko,Comedy,UC0jDoh3tVXCaqJ6oTve8ebA,2,0.9203338806787082,https://www.youtube.com/watch?v=tqfzul636Ko
